country,title,views_total,views_median,title_clean
Ireland,"Cinema_of_Northern_Ireland",19360,13.25119780971937,"Cinema of Northern Ireland"
Ireland,"List_of_films_set_in_Northern_Ireland",68922,47.17453798767967,"List of films set in Northern Ireland"
Ireland,"The_Bookshop_(film)",354014,242.30937713894593,"The Bookshop (film)"
Ireland,"Hunger_(2008_film)",810460,554.7296372347707,"Hunger (2008 film)"
Ireland,"H3_(film)",34424,23.561943874058862,"H3 (film)"
Ireland,"Closing_the_Ring",148483,101.63107460643396,"Closing the Ring"
Ireland,"The_Crying_Game",1477258,1011.1279945242984,"The Crying Game"
Ireland,"Maze_(2017_film)",95334,65.25256673511294,"Maze (2017 film)"
Ireland,"A_Christmas_Star",46301,31.691307323750856,"A Christmas Star"
Ireland,"Hellboy_II:_The_Golden_Army",2072746,1418.7173169062287,"Hellboy II: The Golden Army"
Ireland,"Jacqueline_(film)",19243,13.171115674195756,"Jacqueline (film)"
Ireland,"Fifty_Dead_Men_Walking",224838,153.89322381930185,"Fifty Dead Men Walking"
Ireland,"Jump_(2012_film)",32560,22.286105407255306,"Jump (2012 film)"
Ireland,"Five_Minutes_of_Heaven",181661,124.34017796030116,"Five Minutes of Heaven"
Ireland,"Wake_Wood",138514,94.80766598220397,"Wake Wood"
Ireland,"My_Brother's_War",5126,3.5085557837097876,"My Brother's War"
Ireland,"Bloody_Sunday_(film)",205807,140.86721423682408,"Bloody Sunday (film)"
Ireland,"Shoot_to_Kill_(1990_film)",17016,11.646817248459959,"Shoot to Kill (1990 film)"
Ireland,"Nothing_Personal_(1995_film)",18371,12.574264202600958,"Nothing Personal (1995 film)"
Ireland,"The_Devil's_Own",580218,397.1375770020534,"The Devil's Own"
Ireland,"Oh,_Mr_Porter!",80303,54.964407939767284,"Oh, Mr Porter!"
Ireland,"This_Is_the_Sea_(film)",20839,14.263518138261464,"This Is the Sea (film)"
Ireland,"Man_Dancin'",11675,7.991101984941821,"Man Dancin'"
Ireland,"The_Mighty_Celt",41321,28.28268309377139,"The Mighty Celt"
Ireland,"An_Everlasting_Piece",53196,36.41067761806981,"An Everlasting Piece"
Ireland,"Patriot_Games_(film)",1356314,928.3463381245722,"Patriot Games (film)"
Ireland,"Cherrybomb_(film)",214433,146.77138945927447,"Cherrybomb (film)"
Ireland,"Starred_Up",467712,320.13141683778235,"Starred Up"
Ireland,"Hidden_Agenda_(1990_film)",96502,66.05201916495551,"Hidden Agenda (1990 film)"
Ireland,"Dear_Sarah_(film)",13228,9.05407255304586,"Dear Sarah (film)"
Ireland,"A_War_of_Children",5868,4.016427104722792,"A War of Children"
Ireland,"The_Informant_(1997_film)",44999,30.800136892539356,"The Informant (1997 film)"
Ireland,"Odd_Man_Out",198759,136.04312114989733,"Odd Man Out"
Ireland,"Ireland_Will_Be_Free",2561,1.7529089664613278,"Ireland Will Be Free"
Ireland,"The_F_Word_(2013_film)",1222800,836.9609856262833,"The F Word (2013 film)"
Ireland,"Adam_&_Paul",105493,72.2060232717317,"Adam & Paul"
Ireland,"Agnes_Browne",138846,95.03490759753593,"Agnes Browne"
Ireland,"The_Inside_(film)",52568,35.98083504449008,"The Inside (film)"
Ireland,"The_Great_Mr._Handel",21315,14.589322381930184,"The Great Mr. Handel"
Ireland,"Albert_Nobbs",556322,380.7816563997262,"Albert Nobbs"
Ireland,"Beloved_Enemy",35157,24.06365503080082,"Beloved Enemy"
Ireland,"Bloom_(film)",61753,42.267624914442166,"Bloom (film)"
